,key,path,found_perm,true_perm,correct,overlap
49,a,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/high/A/custom_jack_cole_high_A_3.jpg,afd,afd,True,3
50,a,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/short/A/custom_jack_cole_short_A_4.jpg,afd,afd,True,3
51,a,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/short/A/custom_jack_cole_short_A_1.jpg,afd,afd,True,3
52,a,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/short/A/custom_jack_cole_short_A_0.jpg,afd,afd,True,3
53,a,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/short/A/custom_jack_cole_short_A_2.jpg,afd,afd,True,3
54,a,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/short/A/custom_jack_cole_short_A_3.jpg,afd,afd,True,3
55,a,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/medium/A/custom_jack_cole_medium_A_3.jpg,afd,afd,True,3
56,a,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/medium/A/custom_jack_cole_medium_A_2.jpg,afd,afd,True,3
57,a,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/medium/A/custom_jack_cole_medium_A_0.jpg,afd,afd,True,3
58,a,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/medium/A/custom_jack_cole_medium_A_1.jpg,afd,afd,True,3
59,a,/Users/jdreiling/Desktop/puck/puck//images/custom/jack_cole/medium/A/custom_jack_cole_medium_A_4.jpg,afd,afd,True,3
60,b,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/high/B/custom_michaels_high_B_2.jpg,ahc,ahc,True,3
61,b,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/high/B/custom_michaels_high_B_3.jpg,ehc,ahc,False,2
62,b,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/high/B/custom_michaels_high_B_1.jpg,ahc,ahc,True,3
63,b,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/high/B/custom_michaels_high_B_0.jpg,ahc,ahc,True,3
64,b,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/high/B/custom_michaels_high_B_4.jpg,ahc,ahc,True,3
65,b,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/short/B/custom_michaels_short_B_2.jpg,ahc,ahc,True,3
66,b,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/short/B/custom_michaels_short_B_3.jpg,ahc,ahc,True,3
67,b,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/short/B/custom_michaels_short_B_1.jpg,ahc,ahc,True,3
68,b,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/short/B/custom_michaels_short_B_0.jpg,ahc,ahc,True,3
69,b,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/short/B/custom_michaels_short_B_4.jpg,ahc,ahc,True,3
